inducteeId,inducteeName,classYear,suggestedTheme,wordCount,sourcePageUrl,excerpt,candidateUse
dr-eugene-jordan-2024,Dr. Eugene Jordan,2024,biographical-context,40,https://clevelandinternationalhalloffame.com/inductees/dr-eugene-jordan/,Dr. Jordan was a loyal and lifelong member of the NAACP where he served 20 years on the...,staff-draft-only
dr-eugene-jordan-2024,Dr. Eugene Jordan,2024,life-work,65,https://clevelandinternationalhalloffame.com/inductees/dr-eugene-jordan/,He was vice president of the African-American Cultural Garden in Cleveland and led the activist group the Underground...,staff-draft-only
dr-eugene-jordan-2024,Dr. Eugene Jordan,2024,biographical-context,41,https://clevelandinternationalhalloffame.com/inductees/dr-eugene-jordan/,"When very few people outside of Texas and Oklahoma had ever heard of Juneteenth , Dr. Jordan (along...",staff-draft-only
dr-eugene-jordan-2024,Dr. Eugene Jordan,2024,biographical-context,49,https://clevelandinternationalhalloffame.com/inductees/dr-eugene-jordan/,"Dr. Jordan is survived by his second wife, Bernice Jordan, three grown children, Dr. Joy Jordan of East...",staff-draft-only
dr-eugene-jordan-2024,Dr. Eugene Jordan,2024,life-work,142,https://clevelandinternationalhalloffame.com/inductees/dr-eugene-jordan/,Dr. Jordan was inducted into the Cleveland International Hall of Fame by Rev. Dr. Otis Moss Jr. who...,staff-draft-only
dr-eugene-jordan-2024,Dr. Eugene Jordan,2024,recognition,34,https://clevelandinternationalhalloffame.com/inductees/dr-eugene-jordan/,Here is the video of entire Cleveland International Hall of Fame ceremony. You can jump to about 1:10:10...,staff-draft-only
dr-jaya-shah-2012,Dr. Jaya Shah,2012,community-service,49,https://clevelandinternationalhalloffame.com/dr-jaya-shah-2012/,"Her passion for life is to help the Poor & Needy whose minimal, basic needs in health care...",staff-draft-only
dr-jaya-shah-2012,Dr. Jaya Shah,2012,biographical-context,30,https://clevelandinternationalhalloffame.com/dr-jaya-shah-2012/,"As a Missionary Physician Dr. Shah has traveled to: Mexico, Haiti, Dominican Republic, Uganda, Kenya & India. In...",staff-draft-only
dr-jaya-shah-2012,Dr. Jaya Shah,2012,life-work,92,https://clevelandinternationalhalloffame.com/dr-jaya-shah-2012/,She is the Chairperson of the Association of Indian Physicians of Northern Ohio (AIPNO) – Humanitarian Services committee....,staff-draft-only
dr-jaya-shah-2012,Dr. Jaya Shah,2012,biographical-context,67,https://clevelandinternationalhalloffame.com/dr-jaya-shah-2012/,"In the Medical Camps, they provide primary care for immediate relief and free medicine. They also raise funds...",staff-draft-only
dr-jaya-shah-2012,Dr. Jaya Shah,2012,early-life,79,https://clevelandinternationalhalloffame.com/dr-jaya-shah-2012/,"As a Community Activist, she with the help of Mona Alag, Gita Gidwani, Kamala Nagpal, Sayanies organized a...",staff-draft-only
dr-maria-pujana-2013,Dr. Maria Pujana,2013,education,42,https://clevelandinternationalhalloffame.com/maria-pujana-2013/,"Dr. Maria Pujana, a physician, a clinical neurologist and neurophysiologist, is a faculty member at Case Western Reserve...",staff-draft-only
dr-maria-pujana-2013,Dr. Maria Pujana,2013,community-service,85,https://clevelandinternationalhalloffame.com/maria-pujana-2013/,Dr. Pujana was a member of the Board of Directors of the Cleveland Foundation from 2002 to 2012...,staff-draft-only
dr-maria-pujana-2013,Dr. Maria Pujana,2013,life-work,62,https://clevelandinternationalhalloffame.com/maria-pujana-2013/,She is also president and designer of Marise Designs a fine and fashion jewelry line. Her collection has...,staff-draft-only
dr-maria-pujana-2013,Dr. Maria Pujana,2013,life-work,51,https://clevelandinternationalhalloffame.com/maria-pujana-2013/,She received the 2011 Distinguish Ohioan Award; the 2010 TiE Ohio Community Catalyst Award; the 2009 YWCA Women...,staff-draft-only
erika-puussaar-2024,Erika Puussaar,2024,early-life,65,https://clevelandinternationalhalloffame.com/inductees/erika-puussaar/,"Erika Kikut Puussaar was born in a small village named Vandra in central Estonia. Artur and Elmire Kikut,...",staff-draft-only
erika-puussaar-2024,Erika Puussaar,2024,early-life,78,https://clevelandinternationalhalloffame.com/inductees/erika-puussaar/,"To immigrate, their family of six had to obtain a guarantee of support from an American sponsor. Due...",staff-draft-only
erika-puussaar-2024,Erika Puussaar,2024,education,52,https://clevelandinternationalhalloffame.com/inductees/erika-puussaar/,The Kikut children attended the Ann Arbor public schools. Erika graduated from Pioneer High School and then from...,staff-draft-only
erika-puussaar-2024,Erika Puussaar,2024,early-life,109,https://clevelandinternationalhalloffame.com/inductees/erika-puussaar/,Erika earned a master’s degree from Cleveland State University. She had the great joy of being an elementary...,staff-draft-only
erika-puussaar-2024,Erika Puussaar,2024,life-work,39,https://clevelandinternationalhalloffame.com/inductees/erika-puussaar/,"Among her many activities and accomplishments, Erika has served as President of the Estonian Cultural Garden and has...",staff-draft-only
erika-puussaar-2024,Erika Puussaar,2024,life-work,41,https://clevelandinternationalhalloffame.com/inductees/erika-puussaar/,Erika is Past Vice President/Board member of the Cleveland Cultural Gardens and Vice President of the Baltic American...,staff-draft-only
erika-puussaar-2024,Erika Puussaar,2024,recognition,56,https://clevelandinternationalhalloffame.com/inductees/erika-puussaar/,Erika was honored with the Freedom Award from the American Nationalities Movement which was formed for the purpose...,staff-draft-only
erika-puussaar-2024,Erika Puussaar,2024,biographical-context,51,https://clevelandinternationalhalloffame.com/inductees/erika-puussaar/,Erika continues to support the local Estonian communities’ activities as well as keeping informed of conditions in her...,staff-draft-only
ernie-mihaly-2014,Ernie Mihaly,2014,early-life,67,https://clevelandinternationalhalloffame.com/ernie-mihaly-2014/,Ernest Mihaly was born in 1920 on East 122nd Street in the Buckeye Road neighborhood where he still...,staff-draft-only
ernie-mihaly-2014,Ernie Mihaly,2014,biographical-context,82,https://clevelandinternationalhalloffame.com/ernie-mihaly-2014/,"He was drafted during WWII at age 18 and did his basic training at Camp Hood Texas, 148th...",staff-draft-only
ernie-mihaly-2014,Ernie Mihaly,2014,life-work,48,https://clevelandinternationalhalloffame.com/ernie-mihaly-2014/,"From the beginning, Ernie has embraced and cultivated his Hungarian roots. For the last 35 years he has...",staff-draft-only
ernie-mihaly-2014,Ernie Mihaly,2014,community-service,33,https://clevelandinternationalhalloffame.com/ernie-mihaly-2014/,"He is a proud and active member of the Cleveland Hungarian Heritage Society, United Hungarian Societies, Hungarian Cultural...",staff-draft-only
ernie-mihaly-2014,Ernie Mihaly,2014,biographical-context,30,https://clevelandinternationalhalloffame.com/ernie-mihaly-2014/,"He is almost single-handedly responsible for the restoration of the Hungarian Garden, working tirelessly on everything from digging...",staff-draft-only
eugene-bak-2014,Eugene Bak,2014,early-life,57,https://clevelandinternationalhalloffame.com/eugene-bak-2014/,"Gene Bak was born in Poland. In February 1940 the Soviets deported his entire village, including his family...",staff-draft-only
eugene-bak-2014,Eugene Bak,2014,early-life,48,https://clevelandinternationalhalloffame.com/eugene-bak-2014/,"As a young child Gene spent five years in Polish refugee camps in Iran, Pakistan, and India. He...",staff-draft-only
eugene-bak-2014,Eugene Bak,2014,education,77,https://clevelandinternationalhalloffame.com/eugene-bak-2014/,Gene graduated from St. John Cantius High School in Cleveland in 1952 and enrolled at Ohio State University...,staff-draft-only
eugene-bak-2014,Eugene Bak,2014,life-work,52,https://clevelandinternationalhalloffame.com/eugene-bak-2014/,Gene spent his entire professional career in the chemical industry beginning with Diamond Shamrock where he started as...,staff-draft-only
eugene-bak-2014,Eugene Bak,2014,life-work,50,https://clevelandinternationalhalloffame.com/eugene-bak-2014/,"Mooney Chemicals merged with Outokumpu OY, a Finnish firm, to form OMG and Gene was named the President...",staff-draft-only
eugene-bak-2014,Eugene Bak,2014,education,50,https://clevelandinternationalhalloffame.com/eugene-bak-2014/,Gene has been active in civic work his entire adult life. While living in Pennsylvania he served on...,staff-draft-only
eugene-bak-2014,Eugene Bak,2014,community-service,46,https://clevelandinternationalhalloffame.com/eugene-bak-2014/,"In 1982, when the Communist government declared martial law in Poland Gene helped Americares Foundation raise funds to...",staff-draft-only
eugene-bak-2014,Eugene Bak,2014,education,65,https://clevelandinternationalhalloffame.com/eugene-bak-2014/,Since his retirement Gene has authored his autobiography which was published by Columbia University Press in 2002 and...,staff-draft-only
eugenia-stolarczyk-2016-2016,Eugenia Stolarczyk – 2016,2016,life-work,77,https://clevelandinternationalhalloffame.com/eugenia-stolarczyk-2016/,"Since her arrival in Cleveland, Eugenia Stolarczyk has been an active member of the Polish community. She married...",staff-draft-only
eugenia-stolarczyk-2016-2016,Eugenia Stolarczyk – 2016,2016,community-service,60,https://clevelandinternationalhalloffame.com/eugenia-stolarczyk-2016/,Eugenia is a lifetime member of the Polish American Cultural Center where she served on its board for...,staff-draft-only
eugenia-stolarczyk-2016-2016,Eugenia Stolarczyk – 2016,2016,life-work,50,https://clevelandinternationalhalloffame.com/eugenia-stolarczyk-2016/,Eugenia was vice-president and served as the chairperson of the Cultural and Publicity committee for the Ohio Division...,staff-draft-only
eugenia-stolarczyk-2016-2016,Eugenia Stolarczyk – 2016,2016,community-service,49,https://clevelandinternationalhalloffame.com/eugenia-stolarczyk-2016/,She was a board member for the International Services Center for 18 years and was honored for her...,staff-draft-only
eugenia-stolarczyk-2016-2016,Eugenia Stolarczyk – 2016,2016,education,54,https://clevelandinternationalhalloffame.com/eugenia-stolarczyk-2016/,For 6 years Eugenia was a local correspondent for the Chicago based Polish daily newspaper “Dziennik Zwiazkowy” organized...,staff-draft-only
eugenia-stolarczyk-2016-2016,Eugenia Stolarczyk – 2016,2016,community-service,32,https://clevelandinternationalhalloffame.com/eugenia-stolarczyk-2016/,"In 1982, Eugenia received the Polish Heritage Award from the Polonia Foundation for her outstanding service to Polonia....",staff-draft-only
eugenia-stolarczyk-2016-2016,Eugenia Stolarczyk – 2016,2016,community-service,45,https://clevelandinternationalhalloffame.com/eugenia-stolarczyk-2016/,"For decades in Cleveland, there was hardly an event in the Polish community without the participation of Eugenia...",staff-draft-only
eugenia-stolarczyk-2016-2016,Eugenia Stolarczyk – 2016,2016,community-service,70,https://clevelandinternationalhalloffame.com/eugenia-stolarczyk-2016/,"Since 1988, as a result of her diligent efforts, Eugenia also produces a Polish program on public radio,...",staff-draft-only
eugenia-stolarczyk-2016-2016,Eugenia Stolarczyk – 2016,2016,life-work,77,https://clevelandinternationalhalloffame.com/induction-event-info/eugenia-stolarczyk/,"Since her arrival in Cleveland, Eugenia Stolarczyk has been an active member of the Polish community. She married...",staff-draft-only
eugenia-stolarczyk-2016-2016,Eugenia Stolarczyk – 2016,2016,community-service,60,https://clevelandinternationalhalloffame.com/induction-event-info/eugenia-stolarczyk/,Eugenia is a lifetime member of the Polish American Cultural Center where she served on its board for...,staff-draft-only
eugenia-stolarczyk-2016-2016,Eugenia Stolarczyk – 2016,2016,life-work,51,https://clevelandinternationalhalloffame.com/induction-event-info/eugenia-stolarczyk/,Eugenia was vice-president and served as the chairperson of the Cultural and Publicity committee for the Ohio Division...,staff-draft-only
eugenia-stolarczyk-2016-2016,Eugenia Stolarczyk – 2016,2016,community-service,49,https://clevelandinternationalhalloffame.com/induction-event-info/eugenia-stolarczyk/,She was a board member for the International Services Center for 18 years and was honored for her...,staff-draft-only
eugenia-stolarczyk-2016-2016,Eugenia Stolarczyk – 2016,2016,education,38,https://clevelandinternationalhalloffame.com/induction-event-info/eugenia-stolarczyk/,For 6 years Eugenia was a local correspondent for the Chicago based Polish daily newspaper “Dziennik Zwiazkowy” organized...,staff-draft-only
eugenia-stolarczyk-2016-2016,Eugenia Stolarczyk – 2016,2016,community-service,32,https://clevelandinternationalhalloffame.com/induction-event-info/eugenia-stolarczyk/,"In 1982, Eugenia received the Polish Heritage Award from the Polonia Foundation for her outstanding service to Polonia....",staff-draft-only
eugenia-stolarczyk-2016-2016,Eugenia Stolarczyk – 2016,2016,community-service,45,https://clevelandinternationalhalloffame.com/induction-event-info/eugenia-stolarczyk/,"For decades in Cleveland, there was hardly an event in the Polish community without the participation of Eugenia...",staff-draft-only
eugenia-stolarczyk-2016-2016,Eugenia Stolarczyk – 2016,2016,community-service,70,https://clevelandinternationalhalloffame.com/induction-event-info/eugenia-stolarczyk/,"Since 1988, as a result of her diligent efforts, Eugenia also produces a Polish program on public radio,...",staff-draft-only
fr-jim-o-donnell-2012,Fr. Jim O’Donnell,2012,biographical-context,35,https://clevelandinternationalhalloffame.com/fr-jim-odonnell-2012/,Fr. Jim O’Donnell was ordained a priest in 1956 in the Diocese of Cleveland. His spiritual journey has...,staff-draft-only
fr-jim-o-donnell-2012,Fr. Jim O’Donnell,2012,community-service,49,https://clevelandinternationalhalloffame.com/fr-jim-odonnell-2012/,"Today and for the past 32 years, Fr. Jim lives and works in the inner-city Central neighborhood in...",staff-draft-only
georgine-welo-2023,Georgine Welo,2023,early-life,50,https://clevelandinternationalhalloffame.com/georgine-welo/,"As a young woman being raised in a Serbian Orthodox home, Georgine Welo (maiden name Coso), would be...",staff-draft-only
georgine-welo-2023,Georgine Welo,2023,education,76,https://clevelandinternationalhalloffame.com/georgine-welo/,Georgine and other girls would be serving the banquets and afterwards washing dishes and assisting in any manner...,staff-draft-only
georgine-welo-2023,Georgine Welo,2023,education,116,https://clevelandinternationalhalloffame.com/georgine-welo/,"It was very important to her parents, Sam and Dorothy Coso, that she attend a college close to...",staff-draft-only
georgine-welo-2023,Georgine Welo,2023,education,54,https://clevelandinternationalhalloffame.com/georgine-welo/,While in college she loved being active with her Serbian Lodge and played in several Serbian Basketball Tournaments...,staff-draft-only
georgine-welo-2023,Georgine Welo,2023,early-life,200,https://clevelandinternationalhalloffame.com/georgine-welo/,"In 1978, Georgine returned home to Cleveland and became engaged to her husband of now 43 years Carter...",staff-draft-only
georgine-welo-2023,Georgine Welo,2023,life-work,136,https://clevelandinternationalhalloffame.com/georgine-welo/,"In the summer of 1979, Georgine married Carter and that fall became President of SSS Njegosh Choir and...",staff-draft-only
georgine-welo-2023,Georgine Welo,2023,life-work,131,https://clevelandinternationalhalloffame.com/georgine-welo/,"Because of Georgine’s involvement with the Serbian Singing Society, she learned about the opportunity of Serbian parishes hosting...",staff-draft-only
georgine-welo-2023,Georgine Welo,2023,community-service,153,https://clevelandinternationalhalloffame.com/georgine-welo/,A hub for Cleveland Festivals of the past was Mall C in the heart of Cleveland’s downtown. It...,staff-draft-only
gerald-m-quinn-2011,Gerald M. Quinn,2011,early-life,64,https://clevelandinternationalhalloffame.com/gerald-m-quinn-2011/,"Gerald M. Quinn, an award winning broadcaster and community leader born in Garracloon, County Mayo (pop. 44) and...",staff-draft-only
gerald-m-quinn-2011,Gerald M. Quinn,2011,recognition,31,https://clevelandinternationalhalloffame.com/gerald-m-quinn-2011/,"His weekly show, Gerry Quinn Irish Radio (WHK 1420), 31 years on the air, has received the Achievement...",staff-draft-only
gerald-m-quinn-2011,Gerald M. Quinn,2011,education,44,https://clevelandinternationalhalloffame.com/gerald-m-quinn-2011/,Gerald Michael Quinn was introduced to the achievements of civilization at the local National School a few miles...,staff-draft-only
gerald-m-quinn-2011,Gerald M. Quinn,2011,biographical-context,41,https://clevelandinternationalhalloffame.com/gerald-m-quinn-2011/,"It was in Cleveland, Ohio that he would meet his bride, Nellie Stack, the daughter of a Kerry...",staff-draft-only
gerald-m-quinn-2011,Gerald M. Quinn,2011,life-work,88,https://clevelandinternationalhalloffame.com/gerald-m-quinn-2011/,It was as a project manager for a Philadelphia construction and engineering company that Gerry traveled to Dublin...,staff-draft-only
giahoa-ryan-2011,Giahoa Ryan,2011,early-life,36,https://clevelandinternationalhalloffame.com/giahoa-ryan-2011/,"Luong Thi Gia Hoa Ryan was born in Viet Nam, the oldest of twelve children. She worked for...",staff-draft-only
giahoa-ryan-2011,Giahoa Ryan,2011,life-work,31,https://clevelandinternationalhalloffame.com/giahoa-ryan-2011/,Her vast experience includes opening and owning The Moonlight Restaurant in Lorain as well as various other food...,staff-draft-only
giahoa-ryan-2011,Giahoa Ryan,2011,life-work,60,https://clevelandinternationalhalloffame.com/giahoa-ryan-2011/,Ms Ryan has a long history in both government work and community involvement. She served as a Board...,staff-draft-only
giahoa-ryan-2011,Giahoa Ryan,2011,education,58,https://clevelandinternationalhalloffame.com/giahoa-ryan-2011/,"Ms. Ryan is also a teacher and lecturer on Asian Food, culture, and society. She started the Asian...",staff-draft-only
giahoa-ryan-2011,Giahoa Ryan,2011,education,48,https://clevelandinternationalhalloffame.com/giahoa-ryan-2011/,Gia Hoa Ryan is the founder and Executive Director of the Friendship Foundation Of American-Vietnamese which has conducted...,staff-draft-only
giahoa-ryan-2011,Giahoa Ryan,2011,community-service,66,https://clevelandinternationalhalloffame.com/giahoa-ryan-2011/,She had the original idea for the Asian Community Project which is now Part of Bridgeway and was...,staff-draft-only
giahoa-ryan-2011,Giahoa Ryan,2011,life-work,49,https://clevelandinternationalhalloffame.com/giahoa-ryan-2011/,"Ms. Ryan has hosted delegations from Vietnam to Cleveland for establishing business, educational, and cultural relationships. She was...",staff-draft-only
helen-karpinski-1899-2002-2010,Helen Karpinski (1899 – 2002),2010,early-life,190,https://clevelandinternationalhalloffame.com/helen-karpinski-2010/,"Born in Cleveland in 1899, Helen Karpinski was raised in Reynoldsville, Pa. in a family of originally 13...",staff-draft-only
helen-karpinski-1899-2002-2010,Helen Karpinski (1899 – 2002),2010,biographical-context,86,https://clevelandinternationalhalloffame.com/helen-karpinski-2010/,"In 1939, she was the first woman to survive a primary for Cleveland City Council under the current...",staff-draft-only
helen-karpinski-1899-2002-2010,Helen Karpinski (1899 – 2002),2010,life-work,95,https://clevelandinternationalhalloffame.com/helen-karpinski-2010/,"Under her leadership as president, the Federated Democratic Women of Ohio drafted a woman for Treasurer of the...",staff-draft-only
helen-karpinski-1899-2002-2010,Helen Karpinski (1899 – 2002),2010,life-work,114,https://clevelandinternationalhalloffame.com/helen-karpinski-2010/,"Proud of her Polish heritage, Helen actively participated in the American Polish Women’s Club and served as its...",staff-draft-only
helen-karpinski-1899-2002-2010,Helen Karpinski (1899 – 2002),2010,community-service,41,https://clevelandinternationalhalloffame.com/helen-karpinski-2010/,"For 43 years she was a member of the Cleveland Cultural Garden Federation, in which she helped establish...",staff-draft-only
helen-karpinski-1899-2002-2010,Helen Karpinski (1899 – 2002),2010,life-work,74,https://clevelandinternationalhalloffame.com/helen-karpinski-2010/,"She served as the Federation Treasurer for many years and also as Vice-President. One of her major goals,...",staff-draft-only
helen-karpinski-1899-2002-2010,Helen Karpinski (1899 – 2002),2010,biographical-context,31,https://clevelandinternationalhalloffame.com/helen-karpinski-2010/,"Reporting her 100th birthday, The Plain Dealer observed that Helen’s influence not only crossed generations, but gender and...",staff-draft-only
hon-mary-rose-oakar-2012,Hon. Mary Rose Oakar,2012,education,47,https://clevelandinternationalhalloffame.com/rep-mary-rose-oakar-2012/,"Hon. Mary Rose Oakar, received her B.A. at Ursuline College, M.A. at John Carroll University, studied at Westham...",staff-draft-only
hon-mary-rose-oakar-2012,Hon. Mary Rose Oakar,2012,education,58,https://clevelandinternationalhalloffame.com/rep-mary-rose-oakar-2012/,"Ms. Oakar has served in all three legislative branches of government as a Member of Cleveland City Council,...",staff-draft-only
hon-mary-rose-oakar-2012,Hon. Mary Rose Oakar,2012,life-work,80,https://clevelandinternationalhalloffame.com/rep-mary-rose-oakar-2012/,"In the U.S. Congress, Ms. Oakar was a Member of the U.S.House of Representative’s Leadership as Vice-Chair of...",staff-draft-only
hon-mary-rose-oakar-2012,Hon. Mary Rose Oakar,2012,community-service,180,https://clevelandinternationalhalloffame.com/rep-mary-rose-oakar-2012/,She has received numerous awards while in Congress including being named “one of the 10 best Members of...,staff-draft-only
hon-mary-rose-oakar-2012,Hon. Mary Rose Oakar,2012,life-work,98,https://clevelandinternationalhalloffame.com/rep-mary-rose-oakar-2012/,"In addition, during her Congressional career, she was also recognized by “The American Nationalities Movement Award” and the...",staff-draft-only
hon-mary-rose-oakar-2012,Hon. Mary Rose Oakar,2012,life-work,111,https://clevelandinternationalhalloffame.com/rep-mary-rose-oakar-2012/,"Finally, she is well known for her work on Peace and Justice and received numerous awards for her...",staff-draft-only
hon-mary-rose-oakar-2012,Hon. Mary Rose Oakar,2012,life-work,86,https://clevelandinternationalhalloffame.com/rep-mary-rose-oakar-2012/,"In addition to being an Educator, and having served in public office, Ms. Oakar was National President of...",staff-draft-only
hon-mary-rose-oakar-2012,Hon. Mary Rose Oakar,2012,education,76,https://clevelandinternationalhalloffame.com/rep-mary-rose-oakar-2012/,"In addition, Ms. Oakar has been a Professor of English, Speech, Drama and Government at Cuyahoga Community College,...",staff-draft-only
honorable-jose-a-villanueva-2015,Honorable José A. Villanueva,2015,community-service,50,https://clevelandinternationalhalloffame.com/honorable-jose-a-villanueva-2015/,Judge José A.Villanueva has served in the General Division of the Cuyahoga County Court of Common Pleas since...,staff-draft-only
honorable-jose-a-villanueva-2015,Honorable José A. Villanueva,2015,biographical-context,73,https://clevelandinternationalhalloffame.com/honorable-jose-a-villanueva-2015/,"During his time on the bench, Judge Villanueva has earned a reputation as an industrious and fair judge....",staff-draft-only
honorable-jose-a-villanueva-2015,Honorable José A. Villanueva,2015,life-work,54,https://clevelandinternationalhalloffame.com/honorable-jose-a-villanueva-2015/,Judge Villanueva has consistently been favorably recommended by the professional legal organizations in Cuyahoga County in his re-election...,staff-draft-only
honorable-jose-a-villanueva-2015,Honorable José A. Villanueva,2015,education,40,https://clevelandinternationalhalloffame.com/honorable-jose-a-villanueva-2015/,Judge Villanueva graduated from West Technical High School and received a B.A. from Cleveland State University in 1976....,staff-draft-only
honorable-jose-a-villanueva-2015,Honorable José A. Villanueva,2015,recognition,66,https://clevelandinternationalhalloffame.com/honorable-jose-a-villanueva-2015/,Judge Villanueva took a staff position with the Legal Aid Society where he practiced law for approximately nine...,staff-draft-only
honorable-jose-a-villanueva-2015,Honorable José A. Villanueva,2015,life-work,53,https://clevelandinternationalhalloffame.com/honorable-jose-a-villanueva-2015/,Judge Villanueva served as a Commissioner with the Ohio Civil Rights Commission (OCRC) from 1985 to 1988. As...,staff-draft-only
honorable-jose-a-villanueva-2015,Honorable José A. Villanueva,2015,education,79,https://clevelandinternationalhalloffame.com/honorable-jose-a-villanueva-2015/,Judge Villanueva has been active in the community’s civic life and in 1987 received Cleveland’s Mayor’s Award for...,staff-draft-only
honorable-jose-a-villanueva-2015,Honorable José A. Villanueva,2015,education,40,https://clevelandinternationalhalloffame.com/honorable-jose-a-villanueva-2015/,Other past activities have included service as a United Way Services Trustee; Trustee on the Greater Cleveland Round...,staff-draft-only
ingrida-bublys-2019,Ingrida Bublys,2019,life-work,60,https://clevelandinternationalhalloffame.com/ingrida-bublys/,"Ingrida Bublys, President of IB International Inc., shares 30 years in business development and company representation between the...",staff-draft-only
ingrida-bublys-2019,Ingrida Bublys,2019,life-work,80,https://clevelandinternationalhalloffame.com/ingrida-bublys/,Ingrida Bublys serves on various boards. She has been awarded “The Order of Grand Duke Vytautas the Great”...,staff-draft-only
ingrida-bublys-2019,Ingrida Bublys,2019,biographical-context,56,https://clevelandinternationalhalloffame.com/ingrida-bublys/,"Ingrida Bublys is the Honorary General Consul of the Republic of Lithuania for the states of Ohio, Indiana...",staff-draft-only
ingrida-bublys-2019,Ingrida Bublys,2019,community-service,55,https://clevelandinternationalhalloffame.com/ingrida-bublys/,Instrumental in connecting Ohio Universities with Lithuanian Universities and various exchange programs. On the State level a relationship...,staff-draft-only
ingrida-bublys-2019,Ingrida Bublys,2019,biographical-context,48,https://clevelandinternationalhalloffame.com/ingrida-bublys/,"Click on the white arrow to watch the video as Master of Ceremonies Chris Tanaka, news anchor of...",staff-draft-only
irene-morrow-2010,Irene Morrow,2010,life-work,63,https://clevelandinternationalhalloffame.com/irene-morrow-2010/,"Irene Morrow is married to Edward and has six children (Jeffrey, Patrick (deceased), Martin, Roberta, Lorraine and Christine)...",staff-draft-only
irene-morrow-2010,Irene Morrow,2010,life-work,60,https://clevelandinternationalhalloffame.com/irene-morrow-2010/,For seventeen years she served as the Personnel Administrator and Secretary of the Civil Service Commission for the...,staff-draft-only
irene-morrow-2010,Irene Morrow,2010,life-work,41,https://clevelandinternationalhalloffame.com/irene-morrow-2010/,"Her 1989 retirement may have ended 25 years with the City of Cleveland, but it did not keep...",staff-draft-only
irene-morrow-2010,Irene Morrow,2010,community-service,54,https://clevelandinternationalhalloffame.com/irene-morrow-2010/,It is Irene’s involvement in civic and ethnic events that brings her here today. In 1975 she was...,staff-draft-only
irene-morrow-2010,Irene Morrow,2010,life-work,117,https://clevelandinternationalhalloffame.com/irene-morrow-2010/,"The organization Irene is best known for, however, is the American Nationalities Movement where she served as Executive...",staff-draft-only
irene-morrow-2010,Irene Morrow,2010,community-service,31,https://clevelandinternationalhalloffame.com/irene-morrow-2010/,"Of Polish heritage herself, she has also been honored by other groups, such as the United Hungarian Societies...",staff-draft-only
jack-coyne-2013,Jack Coyne,2013,early-life,62,https://clevelandinternationalhalloffame.com/john-jack-coyne-2013/,"John (“Jack”) P. Coyne was born in Cleveland, Ohio. John is a graduate of Benedictine High School, and...",staff-draft-only
jack-coyne-2013,Jack Coyne,2013,life-work,71,https://clevelandinternationalhalloffame.com/john-jack-coyne-2013/,"As Founder of Park-Here, Inc., later known as Coyne-Kangesser Parking and now a Division of ABM, John is...",staff-draft-only
jack-coyne-2013,Jack Coyne,2013,life-work,30,https://clevelandinternationalhalloffame.com/john-jack-coyne-2013/,"John has served as legal counsel and Director of the State Saving and Loan Company of South Euclid,...",staff-draft-only
jack-coyne-2013,Jack Coyne,2013,education,116,https://clevelandinternationalhalloffame.com/john-jack-coyne-2013/,John became active in the Irish Community when he was seventeen years old and was Drum Major for...,staff-draft-only
jack-coyne-2013,Jack Coyne,2013,education,94,https://clevelandinternationalhalloffame.com/john-jack-coyne-2013/,In 1981 Project Children evolved from the Irish National Caucus. Project Children is an American-Northern Ireland partnership dedicated...,staff-draft-only
jack-coyne-2013,Jack Coyne,2013,early-life,56,https://clevelandinternationalhalloffame.com/john-jack-coyne-2013/,The first Group arrived in Cleveland in 1983 under the umbrella of the Irish National Caucus. In 1984...,staff-draft-only
jack-coyne-2013,Jack Coyne,2013,early-life,76,https://clevelandinternationalhalloffame.com/john-jack-coyne-2013/,In the 1990’s John was a founding member of the Irish Famine Committee. The Committee built the Famine...,staff-draft-only
jack-coyne-2013,Jack Coyne,2013,community-service,88,https://clevelandinternationalhalloffame.com/john-jack-coyne-2013/,The mission of the ICAF is to support and provide start-up funds to promote and develop the sustained...,staff-draft-only
jack-kahl-2016,Jack Kahl,2016,life-work,56,https://clevelandinternationalhalloffame.com/jack-kahl-2016/,Jack Kahl has been recognized globally for his innovative approach to business. He was named one of “America’s...,staff-draft-only
jack-kahl-2016,Jack Kahl,2016,life-work,69,https://clevelandinternationalhalloffame.com/jack-kahl-2016/,Jack earned these accolades as an entrepreneur and the creator of Duck® Tape. He used servant leadership and...,staff-draft-only
jack-kahl-2016,Jack Kahl,2016,life-work,44,https://clevelandinternationalhalloffame.com/jack-kahl-2016/,"Under his leadership, Manco was the first company to receive three Wal-Mart “Vendor of the Year” awards and...",staff-draft-only
jack-kahl-2016,Jack Kahl,2016,life-work,74,https://clevelandinternationalhalloffame.com/jack-kahl-2016/,Jack serves on the boards of several private companies. Jack has been the keynote speaker for conferences and...,staff-draft-only
jack-kahl-2016,Jack Kahl,2016,education,69,https://clevelandinternationalhalloffame.com/jack-kahl-2016/,Jack is a strong supporter of education. He currently serves on the Board of Trustees at John Carroll...,staff-draft-only
jack-kahl-2016,Jack Kahl,2016,education,36,https://clevelandinternationalhalloffame.com/jack-kahl-2016/,"He is the former chairman of Students In Free Enterprise (SIFE), an organization that reaches more than 800,000...",staff-draft-only
jack-kahl-2016,Jack Kahl,2016,biographical-context,42,https://clevelandinternationalhalloffame.com/jack-kahl-2016/,Jack Kahl was inducted into the 2016 Class of the Cleveland International Hall of Fame on the evening...,staff-draft-only
