inducteeId,inducteeName,classYear,youtubeVideoId,assignment,confidence,alreadyPresent,sourcePageUrl,needsRightsReview
andy-chakalis-2026,Andy Chakalis,2026,eWsy8Ctigm0,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2026-class-and-inductions/,true
andy-chakalis-2026,Andy Chakalis,2026,e-wqDqAmYP8,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2026-class-and-inductions/,true
andy-fedynsky-2026,Andy Fedynsky,2026,Pyty_Fo8cFs,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2026-class-and-inductions/,true
andy-fedynsky-2026,Andy Fedynsky,2026,eWsy8Ctigm0,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2026-class-and-inductions/,true
andy-fedynsky-2026,Andy Fedynsky,2026,e-wqDqAmYP8,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2026-class-and-inductions/,true
atul-mehta-2018,Atul Mehta,2018,Pg4Uqs_wZRY,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/induction-class-2018/,true
atul-mehta-2018,Atul Mehta,2018,o_9k7ZtTvas,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/induction-class-2018/,true
atul-mehta-2018,Atul Mehta,2018,_uTf8G8a6b0,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/induction-class-2018/,true
atul-mehta-2018,Atul Mehta,2018,YCV-PL-GOuk,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/induction-class-2018/,true
atul-mehta-2018,Atul Mehta,2018,bsoEDM5cG2s,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/induction-class-2018/,true
atul-mehta-2018,Atul Mehta,2018,Pg4Uqs_wZRY,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2018-induction/,true
atul-mehta-2018,Atul Mehta,2018,o_9k7ZtTvas,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2018-induction/,true
atul-mehta-2018,Atul Mehta,2018,_uTf8G8a6b0,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2018-induction/,true
atul-mehta-2018,Atul Mehta,2018,YCV-PL-GOuk,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2018-induction/,true
atul-mehta-2018,Atul Mehta,2018,bsoEDM5cG2s,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2018-induction/,true
august-pust-2010,August Pust,2010,I133bhcNqgo,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2024-details/,true
august-pust-2010,August Pust,2010,P34omi5XUiY,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2024-details/,true
august-pust-2010,August Pust,2010,Ssb2SQ6HPoo,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/,true
august-pust-2010,August Pust,2010,vwTIgQpdBEo,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/,true
august-pust-2010,August Pust,2010,w2Xq5luKGCU,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/,true
august-pust-2010,August Pust,2010,lHHN_zd8O8k,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/,true
august-pust-2010,August Pust,2010,_ifygk1bw5Q,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/,true
august-pust-2010,August Pust,2010,eCOSePkWnFY,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/,true
august-pust-2010,August Pust,2010,NcCM_1SAQek,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/induction-class-2017/,true
august-pust-2010,August Pust,2010,wBzBVH4kBkg,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/induction-class-2017/,true
august-pust-2010,August Pust,2010,14YLHrGlU-4,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/induction-class-2017/,true
august-pust-2010,August Pust,2010,IblVlQoTrtc,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/induction-class-2017/,true
august-pust-2010,August Pust,2010,Do7atH9353s,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
august-pust-2010,August Pust,2010,jE7WSnYhKN0,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
basil-russo-2017,Basil Russo,2017,yR18WkgJ_tQ,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2023-induction-ceremony/,true
basil-russo-2017,Basil Russo,2017,7im99WF6Sfw,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2023-induction-ceremony/,true
basil-russo-2017,Basil Russo,2017,DhCiFpCsGFk,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2023-induction-ceremony/,true
basil-russo-2017,Basil Russo,2017,RImDK_lpjFM,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2023-induction-ceremony/,true
basil-russo-2017,Basil Russo,2017,EtHbvT_s4NY,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2023-induction-ceremony/,true
basil-russo-2017,Basil Russo,2017,ynzDfs0graM,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2023-induction-ceremony/,true
basil-russo-2017,Basil Russo,2017,lF42eHsGdFc,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2023-induction-ceremony/,true
basil-russo-2017,Basil Russo,2017,NcCM_1SAQek,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/induction-class-2017/,true
basil-russo-2017,Basil Russo,2017,wBzBVH4kBkg,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/induction-class-2017/,true
basil-russo-2017,Basil Russo,2017,14YLHrGlU-4,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/induction-class-2017/,true
basil-russo-2017,Basil Russo,2017,IblVlQoTrtc,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/induction-class-2017/,true
berj-shakarian-2020,Berj Shakarian,2020,_JXBIYSnWB0,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
berj-shakarian-2020,Berj Shakarian,2020,YDThFb2kPdA,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
berj-shakarian-2020,Berj Shakarian,2020,zWJEroGvQUg,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
berj-shakarian-2020,Berj Shakarian,2020,EfAP31kBlsM,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
berj-shakarian-2020,Berj Shakarian,2020,XrKxMkfQALI,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
berj-shakarian-2020,Berj Shakarian,2020,ovFsNwqqQNc,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
berj-shakarian-2020,Berj Shakarian,2020,36YHkoqo-Fk,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
berj-shakarian-2020,Berj Shakarian,2020,EZ92Q341gm4,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
berj-shakarian-2020,Berj Shakarian,2020,MzvxeSsag0w,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
beverly-kerecman-2025,Beverly Kerecman,2025,S6l7MKK7RWg,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2025-induction-ceremony/,true
beverly-kerecman-2025,Beverly Kerecman,2025,63hL5GG_0dA,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2025-induction-ceremony/,true
beverly-kerecman-2025,Beverly Kerecman,2025,XJbjDVgzCzc,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2025-induction-ceremony/,true
beverly-kerecman-2025,Beverly Kerecman,2025,HQz1pWe_-wM,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2025-induction-ceremony/,true
bishop-a-edward-pevec-2013,Bishop A. Edward Pevec,2013,mrnRSQgQi1k,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/induction-class-2013/,true
bishop-a-edward-pevec-2013,Bishop A. Edward Pevec,2013,LLkc_JGAW6M,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/induction-class-2013/,true
bishop-anthony-pilla-2015,Bishop Anthony Pilla,2015,I133bhcNqgo,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2024-details/,true
bishop-anthony-pilla-2015,Bishop Anthony Pilla,2015,P34omi5XUiY,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2024-details/,true
branka-malinar-2025,Branka Malinar,2025,S6l7MKK7RWg,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2025-induction-ceremony/,true
branka-malinar-2025,Branka Malinar,2025,63hL5GG_0dA,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2025-induction-ceremony/,true
branka-malinar-2025,Branka Malinar,2025,XJbjDVgzCzc,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2025-induction-ceremony/,true
branka-malinar-2025,Branka Malinar,2025,HQz1pWe_-wM,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2025-induction-ceremony/,true
carl-robson-2022,Carl Robson,2022,I133bhcNqgo,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2024-details/,true
carl-robson-2022,Carl Robson,2022,P34omi5XUiY,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2024-details/,true
carl-robson-2022,Carl Robson,2022,_JXBIYSnWB0,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
carl-robson-2022,Carl Robson,2022,YDThFb2kPdA,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
carl-robson-2022,Carl Robson,2022,zWJEroGvQUg,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
carl-robson-2022,Carl Robson,2022,EfAP31kBlsM,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
carl-robson-2022,Carl Robson,2022,XrKxMkfQALI,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
carl-robson-2022,Carl Robson,2022,ovFsNwqqQNc,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
carl-robson-2022,Carl Robson,2022,36YHkoqo-Fk,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
carl-robson-2022,Carl Robson,2022,EZ92Q341gm4,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
carl-robson-2022,Carl Robson,2022,MzvxeSsag0w,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
catherine-jorgensen-mccutcheon-2026,Catherine Jorgensen McCutcheon,2026,Pyty_Fo8cFs,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2026-class-and-inductions/,true
catherine-jorgensen-mccutcheon-2026,Catherine Jorgensen McCutcheon,2026,eWsy8Ctigm0,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2026-class-and-inductions/,true
catherine-jorgensen-mccutcheon-2026,Catherine Jorgensen McCutcheon,2026,e-wqDqAmYP8,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2026-class-and-inductions/,true
david-gilbert-2025,David Gilbert,2025,S6l7MKK7RWg,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2025-induction-ceremony/,true
david-gilbert-2025,David Gilbert,2025,63hL5GG_0dA,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2025-induction-ceremony/,true
david-gilbert-2025,David Gilbert,2025,XJbjDVgzCzc,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2025-induction-ceremony/,true
david-gilbert-2025,David Gilbert,2025,HQz1pWe_-wM,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2025-induction-ceremony/,true
dick-pogue-2015,Dick Pogue,2015,I133bhcNqgo,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2024-details/,true
dick-pogue-2015,Dick Pogue,2015,P34omi5XUiY,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2024-details/,true
dick-russ-2015,Dick Russ,2015,b3EUjRTsbQI,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/induction-class-2012/,true
dick-russ-2015,Dick Russ,2015,a0gi3EmNU00,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/induction-class-2012/,true
dick-russ-2015,Dick Russ,2015,Do7atH9353s,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
dick-russ-2015,Dick Russ,2015,jE7WSnYhKN0,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
donna-hom-2014,Donna Hom,2014,I133bhcNqgo,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2024-details/,true
donna-hom-2014,Donna Hom,2014,P34omi5XUiY,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2024-details/,true
dr-dieu-thuc-do-2010,Dr. Dieu Thuc Do,2010,I133bhcNqgo,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2024-details/,true
dr-dieu-thuc-do-2010,Dr. Dieu Thuc Do,2010,P34omi5XUiY,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2024-details/,true
dr-dieu-thuc-do-2010,Dr. Dieu Thuc Do,2010,Ssb2SQ6HPoo,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/,true
dr-dieu-thuc-do-2010,Dr. Dieu Thuc Do,2010,vwTIgQpdBEo,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/,true
dr-dieu-thuc-do-2010,Dr. Dieu Thuc Do,2010,w2Xq5luKGCU,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/,true
dr-dieu-thuc-do-2010,Dr. Dieu Thuc Do,2010,lHHN_zd8O8k,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/,true
dr-dieu-thuc-do-2010,Dr. Dieu Thuc Do,2010,_ifygk1bw5Q,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/,true
dr-dieu-thuc-do-2010,Dr. Dieu Thuc Do,2010,eCOSePkWnFY,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/,true
dr-dieu-thuc-do-2010,Dr. Dieu Thuc Do,2010,Do7atH9353s,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
dr-dieu-thuc-do-2010,Dr. Dieu Thuc Do,2010,jE7WSnYhKN0,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
dr-jaya-shah-2012,Dr. Jaya Shah,2012,b3EUjRTsbQI,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/induction-class-2012/,true
dr-jaya-shah-2012,Dr. Jaya Shah,2012,a0gi3EmNU00,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/induction-class-2012/,true
ernie-mihaly-2014,Ernie Mihaly,2014,I133bhcNqgo,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2024-details/,true
ernie-mihaly-2014,Ernie Mihaly,2014,P34omi5XUiY,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2024-details/,true
ernie-mihaly-2014,Ernie Mihaly,2014,Ssb2SQ6HPoo,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/,true
ernie-mihaly-2014,Ernie Mihaly,2014,vwTIgQpdBEo,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/,true
ernie-mihaly-2014,Ernie Mihaly,2014,w2Xq5luKGCU,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/,true
ernie-mihaly-2014,Ernie Mihaly,2014,lHHN_zd8O8k,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/,true
ernie-mihaly-2014,Ernie Mihaly,2014,_ifygk1bw5Q,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/,true
ernie-mihaly-2014,Ernie Mihaly,2014,eCOSePkWnFY,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/,true
georgine-welo-2023,Georgine Welo,2023,I133bhcNqgo,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2024-details/,true
georgine-welo-2023,Georgine Welo,2023,P34omi5XUiY,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2024-details/,true
georgine-welo-2023,Georgine Welo,2023,yR18WkgJ_tQ,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2023-induction-ceremony/,true
georgine-welo-2023,Georgine Welo,2023,7im99WF6Sfw,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2023-induction-ceremony/,true
georgine-welo-2023,Georgine Welo,2023,DhCiFpCsGFk,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2023-induction-ceremony/,true
georgine-welo-2023,Georgine Welo,2023,RImDK_lpjFM,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2023-induction-ceremony/,true
georgine-welo-2023,Georgine Welo,2023,EtHbvT_s4NY,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2023-induction-ceremony/,true
georgine-welo-2023,Georgine Welo,2023,ynzDfs0graM,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2023-induction-ceremony/,true
georgine-welo-2023,Georgine Welo,2023,lF42eHsGdFc,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2023-induction-ceremony/,true
gerald-m-quinn-2011,Gerald M. Quinn,2011,A_IJEnnuyYg,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/induction-class-2011/,true
gerald-m-quinn-2011,Gerald M. Quinn,2011,rlg546_0pC4,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/induction-class-2011/,true
giahoa-ryan-2011,Giahoa Ryan,2011,A_IJEnnuyYg,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/induction-class-2011/,true
giahoa-ryan-2011,Giahoa Ryan,2011,rlg546_0pC4,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/induction-class-2011/,true
ingrida-bublys-2019,Ingrida Bublys,2019,I133bhcNqgo,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2024-details/,true
ingrida-bublys-2019,Ingrida Bublys,2019,P34omi5XUiY,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2024-details/,true
ingrida-bublys-2019,Ingrida Bublys,2019,Ssb2SQ6HPoo,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/,true
ingrida-bublys-2019,Ingrida Bublys,2019,vwTIgQpdBEo,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/,true
ingrida-bublys-2019,Ingrida Bublys,2019,w2Xq5luKGCU,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/,true
ingrida-bublys-2019,Ingrida Bublys,2019,lHHN_zd8O8k,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/,true
ingrida-bublys-2019,Ingrida Bublys,2019,_ifygk1bw5Q,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/,true
ingrida-bublys-2019,Ingrida Bublys,2019,eCOSePkWnFY,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/,true
ingrida-bublys-2019,Ingrida Bublys,2019,Do7atH9353s,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
ingrida-bublys-2019,Ingrida Bublys,2019,jE7WSnYhKN0,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
irene-morrow-2010,Irene Morrow,2010,I133bhcNqgo,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2024-details/,true
irene-morrow-2010,Irene Morrow,2010,P34omi5XUiY,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2024-details/,true
irene-morrow-2010,Irene Morrow,2010,Ssb2SQ6HPoo,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/,true
irene-morrow-2010,Irene Morrow,2010,vwTIgQpdBEo,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/,true
irene-morrow-2010,Irene Morrow,2010,w2Xq5luKGCU,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/,true
irene-morrow-2010,Irene Morrow,2010,lHHN_zd8O8k,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/,true
irene-morrow-2010,Irene Morrow,2010,_ifygk1bw5Q,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/,true
irene-morrow-2010,Irene Morrow,2010,eCOSePkWnFY,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/,true
irene-morrow-2010,Irene Morrow,2010,Do7atH9353s,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
irene-morrow-2010,Irene Morrow,2010,jE7WSnYhKN0,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
jack-kahl-2016,Jack Kahl,2016,I133bhcNqgo,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2024-details/,true
jack-kahl-2016,Jack Kahl,2016,P34omi5XUiY,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2024-details/,true
jack-kahl-2016,Jack Kahl,2016,b3EUjRTsbQI,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/induction-class-2012/,true
jack-kahl-2016,Jack Kahl,2016,a0gi3EmNU00,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/induction-class-2012/,true
jeanette-grasselli-brown-2010,Jeanette Grasselli Brown,2010,Do7atH9353s,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
jeanette-grasselli-brown-2010,Jeanette Grasselli Brown,2010,jE7WSnYhKN0,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
jim-craciun-2017,Jim Craciun,2017,I133bhcNqgo,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2024-details/,true
jim-craciun-2017,Jim Craciun,2017,P34omi5XUiY,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2024-details/,true
jim-craciun-2017,Jim Craciun,2017,NcCM_1SAQek,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/induction-class-2017/,true
jim-craciun-2017,Jim Craciun,2017,wBzBVH4kBkg,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/induction-class-2017/,true
jim-craciun-2017,Jim Craciun,2017,14YLHrGlU-4,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/induction-class-2017/,true
jim-craciun-2017,Jim Craciun,2017,IblVlQoTrtc,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/induction-class-2017/,true
joe-valencic-2020,Joe Valencic,2020,_JXBIYSnWB0,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
joe-valencic-2020,Joe Valencic,2020,YDThFb2kPdA,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
joe-valencic-2020,Joe Valencic,2020,zWJEroGvQUg,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
joe-valencic-2020,Joe Valencic,2020,EfAP31kBlsM,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
joe-valencic-2020,Joe Valencic,2020,XrKxMkfQALI,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
joe-valencic-2020,Joe Valencic,2020,ovFsNwqqQNc,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
joe-valencic-2020,Joe Valencic,2020,36YHkoqo-Fk,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
joe-valencic-2020,Joe Valencic,2020,EZ92Q341gm4,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
joe-valencic-2020,Joe Valencic,2020,MzvxeSsag0w,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
joyce-mariani-2023,Joyce Mariani,2023,yR18WkgJ_tQ,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2023-induction-ceremony/,true
joyce-mariani-2023,Joyce Mariani,2023,7im99WF6Sfw,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2023-induction-ceremony/,true
joyce-mariani-2023,Joyce Mariani,2023,DhCiFpCsGFk,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2023-induction-ceremony/,true
