id,name,class_year,source_profile_url,approve_summary,approved_summary,documented_context_line,honored_for_summary,life_work_summary,approve_country_tags,approved_country_tags,country_note,curator_notes
milton-maltz-2012,Milton Maltz,2012,https://clevelandinternationalhalloffame.com/milton-maltz-2012/,yes,"Milton Maltz founded Malrite Communications Group, Inc. in 1956 and served as its Chairman and CEO until the Company was sold in 1998. Under his direction, Malrite became one of the most successful operators of radio and television properties in the country with stations stretching from New York...",Class of 2012 honoree connected to Jewish. Inducted by Sam Miller.,"Contributions to arts and culture, civic leadership, and media and storytelling within Jewish heritage communities and to Greater Cleveland's multicultural civic life.","Milton Maltz founded Malrite Communications Group, Inc. in 1956 and served as its Chairman and CEO until the Company was sold in 1998. Under his direction, Malrite became one of the most successful operators of radio and television properties in the country with stations stretching from New York to Los Angeles. Mr. Maltz began his career in broadcasting as a kid actor in radio dramas originating in Chicago and also appeared in a number of television broadcasts during that medium’s infancy. Over the years, he has worked in all aspects of the broadcast industry, including news and management. Mr. Maltz wrote, produced and directed “The Fight for Freedom”, a series of radio dramas reflecting the struggle for the...",yes,Jewish,First-pass nationality/heritage tags promoted from CIHOF profile text and class/source-page context. Source: https://clevelandinternationalhalloffame.com/milton-maltz-2012/,"First-pass visitor copy generated from CIHOF official profile text on 2026-09-12.|Treat CIHOF profile text as the baseline source of truth for this pass.|Media rights, video captions/transcripts, and WRHS archival permissions remain separate review tracks."
vladimir-rus-2012,Vladimir Rus,2012,https://clevelandinternationalhalloffame.com/vladimir-rus-2012/,yes,"Vladimir Rus was born in Rijeka (Flume), Croatia in 1925. He has lived in Croatia, Trieste, Italy and now in Cleveland.","Class of 2012 honoree connected to Slovenian, Croatian. Inducted by Councilman Joe Cimperman.","Contributions to civic leadership, education, and business and entrepreneurship within Slovenian and Croatian heritage communities and to Greater Cleveland's multicultural civic life.","Vladimir Rus was born in Rijeka (Flume), Croatia in 1925. He has lived in Croatia, Trieste, Italy and now in Cleveland. He received his extensive education throughout the world. Starting with an Italian Elementary School he went on to study in Croatia and never stopped his education – and educating others. He received a PhD in Political Science – University of Trieste, Ohio Secondary Teaching Certificate (Russian and French), M.A. in Political Science, Western Reserve University, M.A. in Slavic Languages and Literatures, University of Michigan, Candidate in Philosophy, Slavic Languages and Literatures, University of Michigan.",yes,Slovenian|Croatian,First-pass nationality/heritage tags promoted from CIHOF profile text and class/source-page context. Source: https://clevelandinternationalhalloffame.com/vladimir-rus-2012/,"First-pass visitor copy generated from CIHOF official profile text on 2026-09-12.|Treat CIHOF profile text as the baseline source of truth for this pass.|Media rights, video captions/transcripts, and WRHS archival permissions remain separate review tracks."
bishop-a-edward-pevec-2013,Bishop A. Edward Pevec,2013,https://clevelandinternationalhalloffame.com/bishop-a-edward-pevec-2013/,yes,"Bishop A. Edward Pevec The Most Reverend (Anthony) Edward Pevec was born in Cleveland, OH on April 16,1925. He was ordained a Priest on April 29,1950 and ordained a Bishop on July 2,1982.",Class of 2013 honoree connected to Slovenian. Inducted by Jure Zmauc Consul General of Slovenia.,Contributions to faith and service and education within Slovenian heritage communities and to Greater Cleveland's multicultural civic life.,"Bishop A. Edward Pevec The Most Reverend (Anthony) Edward Pevec was born in Cleveland, OH on April 16,1925. He was ordained a Priest on April 29,1950 and ordained a Bishop on July 2,1982. He was installed Vicar of Eastern Region July 20,1982 and retired April 3, 2001. He attended St. Vitus Elementary School and then Cathedral Latin High School. He went on to Sacred Heart Seminary, Detroit, MI and then St. Mary Seminary for his Cleveland Ordination.",yes,Slovenian,First-pass nationality/heritage tags promoted from CIHOF profile text and class/source-page context. Source: https://clevelandinternationalhalloffame.com/bishop-a-edward-pevec-2013/,"First-pass visitor copy generated from CIHOF official profile text on 2026-09-12.|Treat CIHOF profile text as the baseline source of truth for this pass.|Media rights, video captions/transcripts, and WRHS archival permissions remain separate review tracks."
dr-maria-pujana-2013,Dr. Maria Pujana,2013,https://clevelandinternationalhalloffame.com/maria-pujana-2013/,yes,"Dr. Maria Pujana Dr. Maria Pujana, a physician, a clinical neurologist and neurophysiologist, is a faculty member at Case Western Reserve University’s Global Health in the School of Medicine. Her fields of concentrations are Economic Development, Public Health, Education Arts and Culture and International Affairs.","Class of 2013 honoree connected to Spanish, Colombian. Inducted by Len Komoroski.","Contributions to business and entrepreneurship, medicine and health, and arts and culture within Spanish and Colombian heritage communities and to Greater Cleveland's multicultural civic life.","Dr. Maria Pujana Dr. Maria Pujana, a physician, a clinical neurologist and neurophysiologist, is a faculty member at Case Western Reserve University’s Global Health in the School of Medicine. Her fields of concentrations are Economic Development, Public Health, Education Arts and Culture and International Affairs. Dr. Pujana was a member of the Board of Directors of the Cleveland Foundation from 2002 to 2012 (Chair of Advisory and Selection Committee for Scholarships), Founder and Chair of the International Committee, Invest on Children Partner Member. She is a member of the MetroHealth Foundation Board, The Cleveland Red Cross (Chair of the International Affairs and Services Committee), The Advisory Board of the Cleveland Institute of Art, and the Helen Moss Cancer...",yes,Spanish|Colombian,First-pass nationality/heritage tags promoted from CIHOF profile text and class/source-page context. Source: https://clevelandinternationalhalloffame.com/maria-pujana-2013/,"First-pass visitor copy generated from CIHOF official profile text on 2026-09-12.|Treat CIHOF profile text as the baseline source of truth for this pass.|Media rights, video captions/transcripts, and WRHS archival permissions remain separate review tracks."
jack-coyne-2013,Jack Coyne,2013,https://clevelandinternationalhalloffame.com/john-jack-coyne-2013,yes,"Jack Coyne John (“Jack”) P. Coyne was born in Cleveland, Ohio. John is a graduate of Benedictine High School, and he received his accounting degree and law degree from the University of Notre Dame. John has practiced law in Cleveland for fifty six years.",Class of 2013 honoree connected to Irish. Inducted by Aidan Cronin Consul General of Ireland.,"Contributions to business and entrepreneurship, education, and law and justice within Irish heritage communities and to Greater Cleveland's multicultural civic life.","Jack Coyne John (“Jack”) P. Coyne was born in Cleveland, Ohio. John is a graduate of Benedictine High School, and he received his accounting degree and law degree from the University of Notre Dame. John has practiced law in Cleveland for fifty six years. After law school he became a Captain in the United States army and the Ohio National Guard, serving eight years. As Founder of Park-Here, Inc., later known as Coyne-Kangesser Parking and now a Division of ABM, John is Vice President of Development and is widely known throughout the parking industry. He was Director of the National Parking Association and serves as Trustee to the Cleveland Parking Association.",yes,Irish,First-pass nationality/heritage tags promoted from CIHOF profile text and class/source-page context. Source: https://clevelandinternationalhalloffame.com/john-jack-coyne-2013,"First-pass visitor copy generated from CIHOF official profile text on 2026-09-12.|Treat CIHOF profile text as the baseline source of truth for this pass.|Media rights, video captions/transcripts, and WRHS archival permissions remain separate review tracks."
josef-holzer-2013,Josef Holzer,2013,https://clevelandinternationalhalloffame.com/joseph-holzer-2013/,yes,"Josef Holzer was born in September of 1926 in Apatin, Batschka, in the former Yugoslavia, where he attended elementary school, high school, and then studied to become an electrician. He eventually met and married Franziska Kufner, a union that would last 62 years until Franziska’s passing in November...",Class of 2013 honoree connected to German. Inducted by Margot Maurer.,Contributions to arts and culture and education within German heritage communities and to Greater Cleveland's multicultural civic life.,"Josef Holzer was born in September of 1926 in Apatin, Batschka, in the former Yugoslavia, where he attended elementary school, high school, and then studied to become an electrician. He eventually met and married Franziska Kufner, a union that would last 62 years until Franziska’s passing in November of 2011. In 1952, with his wife, young daughter Ilse, and parents, he immigrated to Cleveland, Ohio, where he found a job as an electrician with the Ford Motor Company. Today, he is a grandfather of three and a great grandfather of two. Joe became a member of the Society of the Donauschwaben in Cleveland soon after the organization was founded in 1958, as did many other Donauschwaben immigrants who...",yes,German,First-pass nationality/heritage tags promoted from CIHOF profile text and class/source-page context. Source: https://clevelandinternationalhalloffame.com/joseph-holzer-2013/,"First-pass visitor copy generated from CIHOF official profile text on 2026-09-12.|Treat CIHOF profile text as the baseline source of truth for this pass.|Media rights, video captions/transcripts, and WRHS archival permissions remain separate review tracks."
nacy-panzica-2013,Nacy Panzica,2013,https://clevelandinternationalhalloffame.com/nacy-panzica-2013/,yes,"Nacy Panzica has been in the construction industry for over 60 years. Through his guidance and leadership, Panzica Construction Company has grown from simple residential remodeling projects to what it is today, a multi-million dollar construction company.",Class of 2013 honoree connected to Italian. Inducted by Angie Spitalieri.,Contributions to business and entrepreneurship within Italian heritage communities and to Greater Cleveland's multicultural civic life.,"Nacy Panzica has been in the construction industry for over 60 years. Through his guidance and leadership, Panzica Construction Company has grown from simple residential remodeling projects to what it is today, a multi-million dollar construction company. Panzica Construction Company has earned an enviable reputation for delivering the finest craftsmanship to an impressive list of challenging and rewarding ventures. Some of Nacy’s affiliations include: Arthritis Foundation of Greater Cleveland – 2002 Community Leader of the Year Catholic Charities Corporation – Trustee Help for the Retarded, Inc. – Board Member 1977 to 1985 Alhambra for Retarded Children Cuyahoga Community College – Trustee 1980 to 1986 St. Augustine Manor – Trustee Ellis Island Recipient 2003 Cystic Fibrosis Foundation.",yes,Italian,First-pass nationality/heritage tags promoted from CIHOF profile text and class/source-page context. Source: https://clevelandinternationalhalloffame.com/nacy-panzica-2013/,"First-pass visitor copy generated from CIHOF official profile text on 2026-09-12.|Treat CIHOF profile text as the baseline source of truth for this pass.|Media rights, video captions/transcripts, and WRHS archival permissions remain separate review tracks."
ratanjit-s-sondhe-2013,Ratanjit S. Sondhe,2013,https://clevelandinternationalhalloffame.com/ratanjit-sondhe-2013,yes,"Ratanjit S. Sondhe emigrated from India in 1968 with two Masters’ degrees and $8 in his pocket to complete his Ph.D. in polymer chemistry at Akron University. In 1973, he founded POLY-CARB, Inc., a materials science company, which he ran as its CEO for 34 years until it...","Class of 2013 honoree connected to Indian, Sikh. Inducted by Ken Lanci.","Contributions to media and storytelling, business and entrepreneurship, and community organizing within Indian and Sikh heritage communities and to Greater Cleveland's multicultural civic life.","Ratanjit S. Sondhe emigrated from India in 1968 with two Masters’ degrees and $8 in his pocket to complete his Ph.D. in polymer chemistry at Akron University. In 1973, he founded POLY-CARB, Inc., a materials science company, which he ran as its CEO for 34 years until it was acquired by The Dow Chemical Company in 2007. Running POLY-CARB, Ratanjit developed a groundbreaking leadership and management style where there were no titles and no bosses, simply well-developed and documented values and operating principles guiding every decision made by each team member. His pioneering work on ONENESS, resulting in leadership from within while living and operating stress free, gave him international recognition as “Mr. Stress Free.” He has authored...",yes,Indian|Sikh,First-pass nationality/heritage tags promoted from CIHOF profile text and class/source-page context. Source: https://clevelandinternationalhalloffame.com/ratanjit-sondhe-2013,"First-pass visitor copy generated from CIHOF official profile text on 2026-09-12.|Treat CIHOF profile text as the baseline source of truth for this pass.|Media rights, video captions/transcripts, and WRHS archival permissions remain separate review tracks."
samuel-h-miller-2013,Samuel H. Miller,2013,https://clevelandinternationalhalloffame.com/sam-miller-2013/,yes,"Samuel H. Miller is co-chairman emeritus of Forest City Enterprises, Inc. A key stakeholder since 1947, Miller has overseen various areas of Forest City.",Class of 2013 honoree connected to Jewish. Inducted by Dr. Andrew P. Roth.,"Contributions to business and entrepreneurship, education, and medicine and health within Jewish heritage communities and to Greater Cleveland's multicultural civic life.","Samuel H. Miller is co-chairman emeritus of Forest City Enterprises, Inc. A key stakeholder since 1947, Miller has overseen various areas of Forest City. He is particularly credited with spearheading the Company’s move into land development. Miller has served as treasurer since 1992. He was named chairman of the board in 1993, and was joined by Albert B. Ratner as co-chairman of the board in 1995.",yes,Jewish,First-pass nationality/heritage tags promoted from CIHOF profile text and class/source-page context. Source: https://clevelandinternationalhalloffame.com/sam-miller-2013/,"First-pass visitor copy generated from CIHOF official profile text on 2026-09-12.|Treat CIHOF profile text as the baseline source of truth for this pass.|Media rights, video captions/transcripts, and WRHS archival permissions remain separate review tracks."
donna-hom-2014,Donna Hom,2014,https://clevelandinternationalhalloffame.com/donna-hom-2014/,yes,"Donna was born in Guangdong province in southern China. She married her husband Willie Hom in 1960 and emigrated to the U.S. (settling in Youngstown, Ohio).",Class of 2014 honoree connected to Chinese. Inducted by George Hwang.,Contributions to business and entrepreneurship within Chinese heritage communities and to Greater Cleveland's multicultural civic life.,"Donna was born in Guangdong province in southern China. She married her husband Willie Hom in 1960 and emigrated to the U.S. (settling in Youngstown, Ohio). After arriving in the U.S., she had four sons and saw the need to earn more money to support her family. In the 1960s, she worked as a waitress at her mother-in-law’s Chinese restaurant (called Ding Ho) in Youngstown and at Perkins Pancake House in Austintown. As the economy in Youngstown deteriorated in the late 1960s, Willie and she realized that the family would need to move to a larger city in order to economically survive.",yes,Chinese,First-pass nationality/heritage tags promoted from CIHOF profile text and class/source-page context. Source: https://clevelandinternationalhalloffame.com/donna-hom-2014/,"First-pass visitor copy generated from CIHOF official profile text on 2026-09-12.|Treat CIHOF profile text as the baseline source of truth for this pass.|Media rights, video captions/transcripts, and WRHS archival permissions remain separate review tracks."
ernie-mihaly-2014,Ernie Mihaly,2014,https://clevelandinternationalhalloffame.com/ernie-mihaly-2014/,yes,Ernie Mihaly Ernest Mihaly was born in 1920 on East 122nd Street in the Buckeye Road neighborhood where he still lives. He was baptized at the First Hungarian Lutheran Church.,Class of 2014 honoree connected to Hungarian. Inducted by Richard Fleischman.,"Contributions to public safety and military, arts and culture, and education within Hungarian heritage communities and to Greater Cleveland's multicultural civic life.","Ernie Mihaly Ernest Mihaly was born in 1920 on East 122nd Street in the Buckeye Road neighborhood where he still lives. He was baptized at the First Hungarian Lutheran Church. He grew up in this same Hungarian neighborhood and attended Hungarian Language classes. His schools included Harvey Rice, Audubon Jr. He played the violin through his junior year in high school in the school Orchestra.",yes,Hungarian,First-pass nationality/heritage tags promoted from CIHOF profile text and class/source-page context. Source: https://clevelandinternationalhalloffame.com/ernie-mihaly-2014/,"First-pass visitor copy generated from CIHOF official profile text on 2026-09-12.|Treat CIHOF profile text as the baseline source of truth for this pass.|Media rights, video captions/transcripts, and WRHS archival permissions remain separate review tracks."
eugene-bak-2014,Eugene Bak,2014,https://clevelandinternationalhalloffame.com/eugene-bak-2014/,yes,"Eugene Bak Gene Bak was born in Poland. In February 1940 the Soviets deported his entire village, including his family to Siberia.",Class of 2014 honoree connected to Polish. Inducted by BenStefanski.,"Contributions to arts and culture, business and entrepreneurship, and immigrant advocacy within Polish heritage communities and to Greater Cleveland's multicultural civic life.","Eugene Bak Gene Bak was born in Poland. In February 1940 the Soviets deported his entire village, including his family to Siberia. His family escaped from Siberia in 1942 and went to Uzbekistan where his father joined the Polish Army in Exile. The army and their civilian families were evacuated from the Soviet Union to Iran in August 1942. As a young child Gene spent five years in Polish refugee camps in Iran, Pakistan, and India.",yes,Polish,First-pass nationality/heritage tags promoted from CIHOF profile text and class/source-page context. Source: https://clevelandinternationalhalloffame.com/eugene-bak-2014/,"First-pass visitor copy generated from CIHOF official profile text on 2026-09-12.|Treat CIHOF profile text as the baseline source of truth for this pass.|Media rights, video captions/transcripts, and WRHS archival permissions remain separate review tracks."
jim-foster-2014,Jim Foster,2014,https://clevelandinternationalhalloffame.com/jim-foster-2014/,yes,"Jim Foster James H. Foster joined The City Club of Cleveland in 1993, as Managing Director and was named Executive Director July 1, 1994. Mr. Foster significantly expanded programming initiatives and strengthened City Club television and radio broadcasts, both locally and nationally.",Class of 2014 honoree connected to City Club. Inducted by Dick Pogue.,"Contributions to education, media and storytelling, and arts and culture and to Greater Cleveland's multicultural civic life.","Jim Foster James H. Foster joined The City Club of Cleveland in 1993, as Managing Director and was named Executive Director July 1, 1994. Mr. Foster significantly expanded programming initiatives and strengthened City Club television and radio broadcasts, both locally and nationally. He strengthened funding to increase corporate support while maintaining a strong membership base. A number of new initiatives began under his leadership, most importantly expanding student-oriented programming to enable more high school students to attend Friday Forums and establishing The City Club Youth forum Series. A major accomplishment was a multi-million million dollar renovation of The City Club space that included state-of-the-art broadcast capabilities and equipment.",,,,"First-pass visitor copy generated from CIHOF official profile text on 2026-09-12.|Treat CIHOF profile text as the baseline source of truth for this pass.|Media rights, video captions/transcripts, and WRHS archival permissions remain separate review tracks."
joseph-p-meissner-2014,Joseph P Meissner,2014,https://clevelandinternationalhalloffame.com/joseph-p-meissner-2014,yes,Joseph P Meissner LTC Joseph Patrick Meissner first became interested in the military at the age of eleven when he followed the epic battle of Dien Bien Phu in the daily Plain Dealer accounts in 1954. In this lengthy battle a series of French strong points were slowly...,"Class of 2014 honoree connected to Irish, German, Vietnamese. Inducted by Jason Lin.","Contributions to law and justice, education, and arts and culture within Irish and German heritage communities and to Greater Cleveland's multicultural civic life.","Joseph P Meissner LTC Joseph Patrick Meissner first became interested in the military at the age of eleven when he followed the epic battle of Dien Bien Phu in the daily Plain Dealer accounts in 1954. In this lengthy battle a series of French strong points were slowly strangled by Communist Viet Minh soldiers led by General Giap and Ho Chi Minh. Even at this early time Meissner wanted to travel to Viet Nam. After graduating from St Ignatius High School in 1959, he enrolled in Xavier University in Cincinnati. This University had an ROTC program which was mandatory for all students in their first two years but voluntary in junior and senior years when a prospective cadet...",yes,Irish|German|Vietnamese,First-pass nationality/heritage tags promoted from CIHOF profile text and class/source-page context. Source: https://clevelandinternationalhalloffame.com/joseph-p-meissner-2014,"First-pass visitor copy generated from CIHOF official profile text on 2026-09-12.|Treat CIHOF profile text as the baseline source of truth for this pass.|Media rights, video captions/transcripts, and WRHS archival permissions remain separate review tracks."
margaret-callander-2014,Margaret Callander,2014,https://clevelandinternationalhalloffame.com/margaret-callander-2014,yes,"Margaret was born on July 28, 1932 in Cleveland to Scottish Emigrant parents from Glasgow, Scotland. She graduated from Shaw High School in 1950 as a member of the National Honor Society.",Class of 2014 honoree connected to Scottish. Inducted by Kona Gant.,Contributions to arts and culture and education within Scottish heritage communities and to Greater Cleveland's multicultural civic life.,"Margaret was born on July 28, 1932 in Cleveland to Scottish Emigrant parents from Glasgow, Scotland. She graduated from Shaw High School in 1950 as a member of the National Honor Society. Margaret began Highland Dancing at the age of 5 and began competing at the age of 12. She was inspired to dance by her father, Bob Callander, who was a bagpiper and Pipe Major of a band. After a successful competition career she began to teach Highland Dancing in 1950.",yes,Scottish,First-pass nationality/heritage tags promoted from CIHOF profile text and class/source-page context. Source: https://clevelandinternationalhalloffame.com/margaret-callander-2014,"First-pass visitor copy generated from CIHOF official profile text on 2026-09-12.|Treat CIHOF profile text as the baseline source of truth for this pass.|Media rights, video captions/transcripts, and WRHS archival permissions remain separate review tracks."
monte-ahuja-2014,Monte Ahuja,2014,https://clevelandinternationalhalloffame.com/monte-ahuja-2014/,yes,Monte Ahuja came to the U.S. in 1969 as a student at Ohio State University. He graduated with a Masters Degree in Mechanical Engineering in 1970.,Class of 2014 honoree connected to Indian. Inducted by Thomas Zenty.,"Contributions to education, business and entrepreneurship, and medicine and health within Indian heritage communities and to Greater Cleveland's multicultural civic life.","Monte Ahuja came to the U.S. in 1969 as a student at Ohio State University. He graduated with a Masters Degree in Mechanical Engineering in 1970. Ahuja moved to Cleveland in 1972 and while working full time earned an MBA Degree from Cleveland State University in 1975, graduating with honors (Beta Gamma Sigma). Immediately following his graduation from CSU In 1975, he launched a distribution company. Through internal growth and careful strategic planning, Monte Ahuja grew the company, Transtar Industries, into an international business, as the leading U.S. company in the distribution of automotive transmission replacement parts to the aftermarket.",yes,Indian,First-pass nationality/heritage tags promoted from CIHOF profile text and class/source-page context. Source: https://clevelandinternationalhalloffame.com/monte-ahuja-2014/,"First-pass visitor copy generated from CIHOF official profile text on 2026-09-12.|Treat CIHOF profile text as the baseline source of truth for this pass.|Media rights, video captions/transcripts, and WRHS archival permissions remain separate review tracks."
thomas-j-scanlon-2014,Thomas J. Scanlon,2014,https://clevelandinternationalhalloffame.com/thomas-j-scanlon-2014/,yes,"Thomas J. Scanlon received a Bachelor of Arts, Business Administration from John Carroll University in 1959. He then graduated from Cleveland State University – Cleveland Marshall College of Law – J.D., cum laude in 1963 and was a Member Board of Editors – Cleveland Marshall Law Review.",Class of 2014 honoree connected to Irish. Inducted by Sam Miller.,"Contributions to arts and culture, education, and law and justice within Irish heritage communities and to Greater Cleveland's multicultural civic life.","Thomas J. Scanlon received a Bachelor of Arts, Business Administration from John Carroll University in 1959. He then graduated from Cleveland State University – Cleveland Marshall College of Law – J.D., cum laude in 1963 and was a Member Board of Editors – Cleveland Marshall Law Review. He has engaged in the private practice of law in Northeastern Ohio since 1963. The primary focus of practice is providing legal services in connection with the development, ownership, operation and management of industrial, commercial and residential properties and the financing thereof. As part of his practice, both on a fee basis and on a pro bono basis, Tom has organized many non-profit organizations and foundations, and have served on many...",yes,Irish,First-pass nationality/heritage tags promoted from CIHOF profile text and class/source-page context. Source: https://clevelandinternationalhalloffame.com/thomas-j-scanlon-2014/,"First-pass visitor copy generated from CIHOF official profile text on 2026-09-12.|Treat CIHOF profile text as the baseline source of truth for this pass.|Media rights, video captions/transcripts, and WRHS archival permissions remain separate review tracks."
bishop-anthony-pilla-2015,Bishop Anthony Pilla,2015,https://clevelandinternationalhalloffame.com/bishop-anthony-pilla-2015/,yes,"Bishop Anthony Pilla Anthony Michael Pilla, the son of Italian immigrants, was born in Cleveland and was educated in public schools until high school that he began at Cathedral Latin and completed at St. Gregory Seminary in Cincinnati, Ohio. He continued in college until Borromeo College Seminary opened...",Class of 2015 honoree connected to Italian. Inducted by Sam Miller.,"Contributions to faith and service, education, and law and justice within Italian heritage communities and to Greater Cleveland's multicultural civic life.","Bishop Anthony Pilla Anthony Michael Pilla, the son of Italian immigrants, was born in Cleveland and was educated in public schools until high school that he began at Cathedral Latin and completed at St. Gregory Seminary in Cincinnati, Ohio. He continued in college until Borromeo College Seminary opened in Wickliffe, Ohio. His preparation was completed at Saint Mary Seminary, Cleveland, and he was ordained to the priesthood on May 23, 1959. His training also includes a Bachelor of Arts in Philosophy and a Master of Arts in History from John Carroll University, Cleveland. Bishop Pilla was Associate Pastor of St. Bartholomew Parish, Middleburg Heights, Ohio from 1959 to 1960 and then was assigned to the faculty of Borromeo...",yes,Italian,First-pass nationality/heritage tags promoted from CIHOF profile text and class/source-page context. Source: https://clevelandinternationalhalloffame.com/bishop-anthony-pilla-2015/,"First-pass visitor copy generated from CIHOF official profile text on 2026-09-12.|Treat CIHOF profile text as the baseline source of truth for this pass.|Media rights, video captions/transcripts, and WRHS archival permissions remain separate review tracks."
dick-pogue-2015,Dick Pogue,2015,https://clevelandinternationalhalloffame.com/richard-pogue-2015/,yes,"Dick Pogue Richard W. (“Dick”) Pogue is Senior Advisor (i.e., full-time independent consultant) at Jones Day in Cleveland, Ohio. A graduate of Cornell University (1950) and the University of Michigan Law School (1953), he served three years (1954-1957) in the Patents Division, Office of The Judge Advocate General...",Class of 2015 honoree connected to Jones Day. Inducted by Sanjiv Kapur.,"Contributions to education, law and justice, and diplomacy and global affairs and to Greater Cleveland's multicultural civic life.","Dick Pogue Richard W. (“Dick”) Pogue is Senior Advisor (i.e., full-time independent consultant) at Jones Day in Cleveland, Ohio. A graduate of Cornell University (1950) and the University of Michigan Law School (1953), he served three years (1954-1957) in the Patents Division, Office of The Judge Advocate General, United States Army, in the Pentagon, and left with the rank of Captain. He holds Honorary Doctorate degrees from the University of Akron and the Cleveland Institute of Music. In 1972 he served for six weeks in the White House as a consultant on antitrust policy. Mr. Pogue joined the law firm Jones, Day, Cockley & Reavis in Cleveland as an Associate in 1957, and became a Partner in 1961....",,,,"First-pass visitor copy generated from CIHOF official profile text on 2026-09-12.|Treat CIHOF profile text as the baseline source of truth for this pass.|Media rights, video captions/transcripts, and WRHS archival permissions remain separate review tracks."
dick-russ-2015,Dick Russ,2015,https://clevelandinternationalhalloffame.com/dick-russ-2015/,yes,"Dick Russ has been serving the people of Northeast Ohio for some 40 years, both as a professional journalist and as a leader in the community’s civic life. He is currently Vice President of North Coast Community Homes, a non-profit organization which develops and maintains housing for people...",Class of 2015 honoree connected to Slovenian. Inducted by Loree Vick.,"Contributions to media and storytelling, business and entrepreneurship, and arts and culture within Slovenian heritage communities and to Greater Cleveland's multicultural civic life.","Dick Russ has been serving the people of Northeast Ohio for some 40 years, both as a professional journalist and as a leader in the community’s civic life. He is currently Vice President of North Coast Community Homes, a non-profit organization which develops and maintains housing for people who have disabilities. Dick also serves as executive producer of Eastern Christian Media, a private not-for-profit multi-media company which he co-founded in Cleveland, and as a board member of St. Peter the Rock Media, a company bringing Catholic Radio to Cleveland. Prior to joining North Coast, Dick held a variety of leadership positions in broadcast journalism. Most recently he served 14 years as News Anchor and Managing Editor at Cleveland’s...",yes,Slovenian,First-pass nationality/heritage tags promoted from CIHOF profile text and class/source-page context. Source: https://clevelandinternationalhalloffame.com/dick-russ-2015/,"First-pass visitor copy generated from CIHOF official profile text on 2026-09-12.|Treat CIHOF profile text as the baseline source of truth for this pass.|Media rights, video captions/transcripts, and WRHS archival permissions remain separate review tracks."
honorable-jose-a-villanueva-2015,Honorable José A. Villanueva,2015,https://clevelandinternationalhalloffame.com/honorable-jose-a-villanueva-2015/,yes,"Honorable José A. Villanueva Judge Villanueva was born in Utuado, Puerto Rico. Judge José A.Villanueva has served in the General Division of the Cuyahoga County Court of Common Pleas since 1988.",Class of 2015 honoree connected to Puerto Rican. Inducted by José Feliciano.,"Contributions to law and justice, civic leadership, and education within Puerto Rican heritage communities and to Greater Cleveland's multicultural civic life.","Honorable José A. Villanueva Judge Villanueva was born in Utuado, Puerto Rico. Judge José A.Villanueva has served in the General Division of the Cuyahoga County Court of Common Pleas since 1988. His election marked the first time a member of the Hispanic Community achieved elective office in Cuyahoga County. He also became the first Hispanic elected county-wide in the state of Ohio. During his time on the bench, Judge Villanueva has earned a reputation as an industrious and fair judge. Maintaining a very active trial docket, Judge Villanueva has consistently placed near the top in total jury cases tried each year in any courtroom.",yes,Puerto Rican,First-pass nationality/heritage tags promoted from CIHOF profile text and class/source-page context. Source: https://clevelandinternationalhalloffame.com/honorable-jose-a-villanueva-2015/,"First-pass visitor copy generated from CIHOF official profile text on 2026-09-12.|Treat CIHOF profile text as the baseline source of truth for this pass.|Media rights, video captions/transcripts, and WRHS archival permissions remain separate review tracks."
richard-a-ganim-2015,Richard A. Ganim,2015,https://clevelandinternationalhalloffame.com/richard-ganim-2015/,yes,"Richard A. Ganim was born in Cleveland, Ohio in 1926, the second youngest of twelve children. His parents immigrated to this country from Lebanon in the early 1900’s.",Class of 2015 honoree connected to Lebanese. Inducted by Pierre Bejjani.,"Contributions to business and entrepreneurship, civic leadership, and faith and service within Lebanese heritage communities and to Greater Cleveland's multicultural civic life.","Richard A. Ganim was born in Cleveland, Ohio in 1926, the second youngest of twelve children. His parents immigrated to this country from Lebanon in the early 1900’s. Growing up, they were always proud of their heritage and along with other immigrant families formed Saint Maron Maronite Catholic Church, which to this day, still worships on Carnegie Avenue. He proudly served our country during World War II in the Army Airborne Division. Along with two of his brothers, they returned following the war to own and manage the operations of Ganim Brothers, a gas station, tire and body shop, and towing company.",yes,Lebanese,First-pass nationality/heritage tags promoted from CIHOF profile text and class/source-page context. Source: https://clevelandinternationalhalloffame.com/richard-ganim-2015/,"First-pass visitor copy generated from CIHOF official profile text on 2026-09-12.|Treat CIHOF profile text as the baseline source of truth for this pass.|Media rights, video captions/transcripts, and WRHS archival permissions remain separate review tracks."
